grupo_1,codigo,descricao,custo_unitario,unidade,tipo
Paredes em Drywall,104719,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM DUAS FACES SIMPLES E ESTRUTURA METÁLICA COM GUIAS DUPLAS PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6 M2, COM VÃOS. AF_07/2023_PS",205.20,M2,COMPOSIÇÃO
Paredes em Drywall,96360,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM DUAS FACES SIMPLES E ESTRUTURA METÁLICA COM GUIAS DUPLAS, SEM VÃOS. AF_07/2023_PS",133.90,M2,COMPOSIÇÃO
Paredes em Drywall,96359,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM DUAS FACES SIMPLES E ESTRUTURA METÁLICA COM GUIAS SIMPLES PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M2, COM VÃOS. AF_07/2023_PS",113.45,M2,COMPOSIÇÃO
Paredes em Drywall,104718,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM DUAS FACES SIMPLES E ESTRUTURA METÁLICA COM GUIAS SIMPLES PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6 M2, COM VÃOS. AF_07/2023_PS",137.65,M2,COMPOSIÇÃO
Paredes em Drywall,96358,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM DUAS FACES SIMPLES E ESTRUTURA METÁLICA COM GUIAS SIMPLES, SEM VÃOS. AF_07/2023_PS",99.89,M2,COMPOSIÇÃO
Paredes em Drywall,96371,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E ESTRUTURA METÁLICA COM GUIAS SIMPLES PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M2, COM VÃOS. AF_07/2023_PS",81.15,M2,COMPOSIÇÃO
Paredes em Drywall,104724,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E ESTRUTURA METÁLICA COM GUIAS SIMPLES PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6 M2, COM VÃOS. AF_07/2023_PS",104.16,M2,COMPOSIÇÃO
Paredes em Drywall,96370,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E ESTRUTURA METÁLICA COM GUIAS SIMPLES, SEM VÃOS. AF_07/2023_PS",68.19,M2,COMPOSIÇÃO
Paredes em Drywall,96365,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E OUTRA FACE DUPLA E ESTRUTURA METÁLICA COM GUIAS DUPLAS PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M2, COM VÃOS. AF_07/2023_PS",188.80,M2,COMPOSIÇÃO
Paredes em Drywall,104721,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E OUTRA FACE DUPLA E ESTRUTURA METÁLICA COM GUIAS DUPLAS PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6 M2, COM VÃOS. AF_07/2023_PS",235.29,M2,COMPOSIÇÃO
Paredes em Drywall,96363,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E OUTRA FACE DUPLA E ESTRUTURA METÁLICA COM GUIAS SIMPLES PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M2, COM VÃOS. AF_07/2023_PS",142.37,M2,COMPOSIÇÃO
Paredes em Drywall,104720,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E OUTRA FACE DUPLA E ESTRUTURA METÁLICA COM GUIAS SIMPLES PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6 M2, COM VÃOS. AF_07/2023_PS",167.73,M2,COMPOSIÇÃO
Paredes em Drywall,96362,"PAREDE COM SISTEMA EM CHAPAS DE GESSO PARA DRYWALL, USO INTERNO, COM UMA FACE SIMPLES E OUTRA FACE DUPLA E ESTRUTURA METÁLICA COM GUIAS SIMPLES, SEM VÃOS. AF_07/2023_PS",128.21,M2,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103191,"INSTALAÇÃO DE ALONGADOR COM TRÊS ALTURAS, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINASTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021",2384.98,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103206,"INSTALAÇÃO DE ALONGADOR COM TRÊS ALTURAS, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",2400.28,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103211,"INSTALAÇÃO DE BALANÇO DE 2 LUGARES COM ESTRUTURA DE MADEIRA TRATADA, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103196,"INSTALAÇÃO DE BALANÇO DE 2 LUGARES COM ESTRUTURA DE MADEIRA TRATADA, INSTALADO SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103212,"INSTALAÇÃO DE BALANÇO DE 2 LUGARES COM ESTRUTURA METÁLICA EM TUBOS DE AÇO CARBONO, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103197,"INSTALAÇÃO DE BALANÇO DE 2 LUGARES COM ESTRUTURA METÁLICA EM TUBOS DE AÇO CARBONO, INSTALADO SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103217,"INSTALAÇÃO DE CASINHA DE MADEIRA TRATADA COM RAMPA ESCALADA, ESCORREGADOR E ESCADA MARINHEIRO, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103202,"INSTALAÇÃO DE CASINHA DE MADEIRA TRATADA COM RAMPA ESCALADA, ESCORREGADOR E ESCADA MARINHEIRO, INSTALADO SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103215,"INSTALAÇÃO DE ESCORREGADOR DE MADEIRA TRATADA, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103200,"INSTALAÇÃO DE ESCORREGADOR DE MADEIRA TRATADA, INSTALADO SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103216,"INSTALAÇÃO DE ESCORREGADOR METÁLICO EM TUBOS E CHAPAS DE AÇO CARBONO, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103201,"INSTALAÇÃO DE ESCORREGADOR METÁLICO EM TUBOS E CHAPAS DE AÇO CARBONO, INSTALADO SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103185,"INSTALAÇÃO DE ESQUI TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",6156.40,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103218,"INSTALAÇÃO DE GAIOLA LABIRINTO METÁLICA EM TUBOS DE AÇO CARBONO, INSTALADA SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103203,"INSTALAÇÃO DE GAIOLA LABIRINTO METÁLICA EM TUBOS DE AÇO CARBONO, INSTALADO SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103213,"INSTALAÇÃO DE GANGORRA SIMPLES DE MADEIRA TRATADA, INSTALADA SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103198,"INSTALAÇÃO DE GANGORRA SIMPLES DE MADEIRA TRATADA, INSTALADA SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103214,"INSTALAÇÃO DE GANGORRA SIMPLES METÁLICA EM TUBOS DE AÇO CARBONO, INSTALADA SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103199,"INSTALAÇÃO DE GANGORRA SIMPLES METÁLICA EM TUBOS DE AÇO CARBONO, INSTALADA SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103219,"INSTALAÇÃO DE GIRA-GIRA METÁLICO EM TUBOS DE AÇO CARBONO, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103204,"INSTALAÇÃO DE GIRA-GIRA METÁLICO EM TUBOS DE AÇO CARBONO, INSTALADO SOBRE SOLO. AF_10/2021",0.00,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103186,"INSTALAÇÃO DE MULTIEXERCITADOR COM SEIS FUNÇÕES, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",6488.01,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103210,"INSTALAÇÃO DE PLACA ORIENTATIVA SOBRE EXERCÍCIOS, 2,00M X 1,00M, EM TUBO DE AÇO CARBONO - PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",2308.88,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103195,"INSTALAÇÃO DE PLACA ORIENTATIVA SOBRE EXERCÍCIOS, 2,00M X 1,00M, EM TUBO DE AÇO CARBONO - PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021",2198.27,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103205,"INSTALAÇÃO DE PRESSÃO DE PERNAS TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",4103.53,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103190,"INSTALAÇÃO DE PRESSÃO DE PERNAS TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021",4088.22,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103207,"INSTALAÇÃO DE ROTAÇÃO DIAGONAL DUPLA, APARELHO TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",2553.92,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103192,"INSTALAÇÃO DE ROTAÇÃO DIAGONAL DUPLA, APARELHO TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021",2538.62,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103208,"INSTALAÇÃO DE ROTAÇÃO VERTICAL DUPLO, EM TUBO DE ACO CARBONO - EQUIPAMENTO DE GINASTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",1972.65,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103193,"INSTALAÇÃO DE ROTAÇÃO VERTICAL DUPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021",1957.35,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103187,"INSTALAÇÃO DE SIMULADOR DE CAMINHADA TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",4878.99,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103188,"INSTALAÇÃO DE SIMULADOR DE CAVALGADA TRIPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",5244.47,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103189,"INSTALAÇÃO DE SIMULADOR DE REMO INDIVIDUAL, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",2629.11,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103209,"INSTALAÇÃO DE SURF DUPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE PISO DE CONCRETO EXISTENTE. AF_10/2021",2830.62,UN,COMPOSIÇÃO
Parquinhos e Equipamentos de Ginástica ao Ar Livre,103194,"INSTALAÇÃO DE SURF DUPLO, EM TUBO DE AÇO CARBONO - EQUIPAMENTO DE GINÁSTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI, INSTALADO SOBRE SOLO. AF_10/2021",2815.32,UN,COMPOSIÇÃO
Passeios de Concreto,95001,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO ESTAMPADO, ESPESSURA 6 CM, ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,95000,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO ESTAMPADO, ESPESSURA 6 CM, NÃO ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,95005,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO ESTAMPADO, ESPESSURA 8 CM, ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,95004,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO ESTAMPADO, ESPESSURA 8 CM, NÃO ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,95003,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO ESTAMPADO, ESPESSURA 6 CM, ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,95002,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO ESTAMPADO, ESPESSURA 6 CM, NÃO ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,95007,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO ESTAMPADO, ESPESSURA 8 CM, ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,95006,"EXECUÇÃO DE PASSEIO (CALÇADA) COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO ESTAMPADO, ESPESSURA 8 CM, NÃO ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,104313,"EXECUÇÃO DE PASSEIO (CALÇADA) COM PLACAS DE CONCRETO PRÉ-FABRICADAS, ASSENTADAS COM ARGAMASSA, PLACAS DE 100 X 100 CM, NÃO ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,104312,"EXECUÇÃO DE PASSEIO (CALÇADA) COM PLACAS DE CONCRETO PRÉ-FABRICADAS, ASSENTADAS COM ARGAMASSA, PLACAS DE 40 X 40 CM, NÃO ARMADO. AF_08/2022",0.00,M2,COMPOSIÇÃO
Passeios de Concreto,94992,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO CONVENCIONAL, ESPESSURA 6 CM, ARMADO. AF_08/2022",78.59,M2,COMPOSIÇÃO
Passeios de Concreto,94994,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO CONVENCIONAL, ESPESSURA 8 CM, ARMADO. AF_08/2022",94.87,M2,COMPOSIÇÃO
Passeios de Concreto,94990,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, FEITO EM OBRA, ACABAMENTO CONVENCIONAL, NÃO ARMADO. AF_08/2022",795.49,M3,COMPOSIÇÃO
Passeios de Concreto,94991,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, USINADO C20, ACABAMENTO CONVENCIONAL, NÃO ARMADO. AF_08/2022",706.10,M3,COMPOSIÇÃO
Passeios de Concreto,104626,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, USINADO C25, ACABAMENTO CONVENCIONAL, NÃO ARMADO. AF_03/2023",722.57,M3,COMPOSIÇÃO
Passeios de Concreto,94993,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO CONVENCIONAL, ESPESSURA 6 CM, ARMADO. AF_08/2022",73.23,M2,COMPOSIÇÃO
Passeios de Concreto,94995,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO CONVENCIONAL, ESPESSURA 8 CM, ARMADO. AF_08/2022",87.72,M2,COMPOSIÇÃO
Pavimentações Diversas - Paralelepípedos e Pedras Poliédricas,101169,"EXECUÇÃO DE PAVIMENTO EM PARALELEPÍPEDOS, REJUNTAMENTO COM ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA). AF_05/2020",90.73,M2,COMPOSIÇÃO
Pavimentações Diversas - Paralelepípedos e Pedras Poliédricas,104383,"EXECUÇÃO DE PAVIMENTO EM PARALELEPÍPEDOS, REJUNTAMENTO COM PEDRISCO E EMULSÃO ASFÁLTICA. AF_05/2020",0.00,M2,COMPOSIÇÃO
Pavimentações Diversas - Paralelepípedos e Pedras Poliédricas,101167,"EXECUÇÃO DE PAVIMENTO EM PARALELEPÍPEDOS, REJUNTAMENTO COM PÓ DE PEDRA. AF_05/2020",75.67,M2,COMPOSIÇÃO
Pavimentações Diversas - Paralelepípedos e Pedras Poliédricas,101172,"EXECUÇÃO DE PAVIMENTO EM PEDRAS POLIÉDRICAS, REJUNTAMENTO COM ARGAMASSA TRAÇO 1:3 (CIMENTO E AREIA). AF_05/2020",79.40,M2,COMPOSIÇÃO
Pavimentações Diversas - Paralelepípedos e Pedras Poliédricas,104384,"EXECUÇÃO DE PAVIMENTO EM PEDRAS POLIÉDRICAS, REJUNTAMENTO COM PEDRISCO E EMULSÃO ASFÁLTICA. AF_05/2020",0.00,M2,COMPOSIÇÃO
Pavimentações Diversas - Paralelepípedos e Pedras Poliédricas,101170,"EXECUÇÃO DE PAVIMENTO EM PEDRAS POLIÉDRICAS, REJUNTAMENTO COM PÓ DE PEDRA. AF_05/2020",53.10,M2,COMPOSIÇÃO
Pavimento Intertravado,104438,"EXECUÇÃO DE PASSEIO COM PLACAS DE CONCRETO PERMEÁVEL (DRENANTE), PRÉ-FABRICADAS, DE 40 X 40 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,92402,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 6 CM. AF_10/2022",79.11,M2,COMPOSIÇÃO
Pavimento Intertravado,104429,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO DE CONCRETO PERMEÁVEL (DRENANTE) 16 FACES DE 22 X 11 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104426,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO DE CONCRETO PERMEÁVEL RETANGULAR DE 20 X 10 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104436,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO PODOTÁTIL (ALERTA OU DIRECIONAL) QUADRADO DE 20 X 20 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104434,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO PODOTÁTIL (ALERTA OU DIRECIONAL) RETANGULAR DE 20 X 10 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104432,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO RAQUETE 22 X 13,5 CM, ESPESSURA 6 CM. AF_10/2022",99.13,M2,COMPOSIÇÃO
Pavimento Intertravado,93679,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR COLORIDO DE 20 X 10 CM, ESPESSURA 6 CM. AF_10/2022",95.50,M2,COMPOSIÇÃO
Pavimento Intertravado,92396,"EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR COR NATURAL DE 20 X 10 CM, ESPESSURA 6 CM. AF_10/2022",81.36,M2,COMPOSIÇÃO
Pavimento Intertravado,104439,"EXECUÇÃO DE PAVIMENTO COM PLACAS DE CONCRETO PERMEÁVEL (DRENANTE), PRÉ-FABRICADAS, DE 40 X 40 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104440,"EXECUÇÃO DE PAVIMENTO COM PLACAS DE CONCRETO PERMEÁVEL (DRENANTE), PRÉ-FABRICADAS, DE 40 X 40 CM, ESPESSURA 8 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,92406,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 10 CM. AF_10/2022",132.94,M2,COMPOSIÇÃO
Pavimento Intertravado,92403,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 6 CM. AF_10/2022",68.25,M2,COMPOSIÇÃO
Pavimento Intertravado,92404,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM, ESPESSURA 8 CM. AF_10/2022",78.76,M2,COMPOSIÇÃO
Pavimento Intertravado,104430,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO DE CONCRETO PERMEÁVEL (DRENANTE) 16 FACES DE 22 X 11 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104431,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO DE CONCRETO PERMEÁVEL (DRENANTE) 16 FACES DE 22 X 11 CM, ESPESSURA 8 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104427,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO DE CONCRETO PERMEÁVEL (DRENANTE) RETANGULAR DE 20 X 10 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,104428,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO DE CONCRETO PERMEÁVEL (DRENANTE) RETANGULAR DE 20 X 10 CM, ESPESSURA 8 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
Pavimento Intertravado,92391,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PISOGRAMA DE 35 X 15 CM, ESPESSURA 6 CM. AF_10/2022",73.31,M2,COMPOSIÇÃO
Pavimento Intertravado,92392,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PISOGRAMA DE 35 X 15 CM, ESPESSURA 8 CM. AF_10/2022",80.04,M2,COMPOSIÇÃO
Pavimento Intertravado,104437,"EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PODOTÁTIL (ALERTA OU DIRECIONAL) QUADRADO DE 20 X 20 CM, ESPESSURA 6 CM. AF_10/2022",0.00,M2,COMPOSIÇÃO
